[1342.46] Log: Obj List: obj list
[1342.46] Log: Objects:
[1342.46] Log: 
[1342.84] Log:                                                                                                 Class  Count   NumBytes   MaxBytes   ResBytes TrueResBytes
[1342.84] Log:                                                                                          WillowWeapon     96        402K        431K          0K          0K
[1342.84] Log:                                                                                PackageAssetSublibrary    423        386K        386K          0K          0K
[1342.84] Log:                                                                                          RB_BodySetup    388        378K        378K          0K          0K
[1342.84] Log:                                                                                          NameProperty   3216        376K        376K          0K          0K
[1342.84] Log:                                                                                             Texture2D   1675        374K        374K     810053K     191525K
[1342.84] Log:                                                                        ParticleModuleSizeMultiplyLife   1482        341K        341K          0K          0K
[1342.84] Log:                                                                                WillowPopulationMaster      1          3K        331K          0K          0K
[1342.84] Log:                                                                         MissionObjectiveSetDefinition   1095        321K        321K          0K          0K
[1342.84] Log:                                                                                    ParticleModuleSize   2162        321K        321K          0K          0K
[1342.84] Log:                                                                                    ItemPoolDefinition   1566        312K        321K          0K          0K
[1342.84] Log:                                                                       AttributePresentationDefinition   1088        312K        312K          0K          0K
[1342.84] Log:                                                                                             GuidCache      6        291K        291K          0K          0K
[1342.84] Log:                                                                           ParticleModuleColorOverLife   1212        275K        275K          0K          0K
[1342.84] Log:                                                                                 ParticleSpriteEmitter   2505        273K        273K          0K          0K
[1342.84] Log:                                                                                          ScriptStruct   1392        264K        264K          0K          0K
[1342.84] Log:                                                                                    GearboxDialogGroup    387        236K        236K          0K          0K
[1342.84] Log:                                                                                   PointLightComponent    470        235K        235K          0K          0K
[1342.84] Log:                                                                      ItemPartListCollectionDefinition    392        226K        226K          0K          0K
[1342.84] Log:                                                                                               AkEvent   2601        223K        223K          0K          0K
[1342.84] Log:                                                                                ItemNamePartDefinition    674        222K        222K          0K          0K
[1342.84] Log:                                                                                ParticleModuleLifetime   1817        217K        217K          0K          0K
[1342.84] Log:                                                                               CustomizationDefinition    905        217K        217K          0K          0K
[1342.84] Log:                                                                                  WillowDialogAct_Talk   1110        195K        195K          0K          0K
[1342.84] Log:                                                                                       SkillDefinition    224        177K        191K          0K          0K
[1342.84] Log:                                                                                                 Const   2207        191K        191K          0K          0K
[1342.84] Log:                                                                                WillowPlayerController      1        187K        190K          0K          0K
[1342.84] Log:                                                                                ParticleModuleVelocity    943        189K        189K          0K          0K
[1342.84] Log:                                                                            InventoryBalanceDefinition   1061        175K        175K          0K          0K
[1342.84] Log:                                                                                     MissionDefinition    107        155K        155K          0K          0K
[1342.84] Log:                                                                            MissionObjectiveDefinition   1023        154K        154K          0K          0K
[1342.84] Log:                                                                                                 Model     32        154K        154K        154K          0K
[1342.84] Log:                                                                                   ParticleModuleColor    764        139K        139K          0K          0K
[1342.84] Log:                                                                                    GearboxDialogEvent   1036        136K        136K          0K          0K
[1342.84] Log:                                                                                      AnimNodeSequence    369        133K        133K          0K          0K
[1342.84] Log:                                                                                     InterfaceProperty   1128        132K        132K          0K          0K
[1342.84] Log:                                                                                  WeaponTypeDefinition     41        131K        131K          0K          0K
[1342.84] Log:                                                                                   ChallengeDefinition    245        127K        127K          0K          0K
[1342.84] Log:                                                                                     CylinderComponent    237        126K        127K          0K          0K
[1342.84] Log:                                                                                      DelegateProperty    998        124K        124K          0K          0K
[1342.84] Log:                                                                                        ParticleSystem    455        123K        123K        123K          0K
[1342.84] Log:                                                                           Behavior_MissionRemoteEvent   1411        121K        121K          0K          0K
[1342.84] Log:                                                                          ChallengeConditionDefinition    680        115K        115K          0K          0K
[1342.84] Log:                                                                      ParticleModuleColorScaleOverLife    513        114K        114K          0K          0K
[1342.84] Log:                                                                       SphericalHarmonicLightComponent    207        109K        109K          0K          0K
[1342.84] Log:                                                                                  ProjectileDefinition    106        107K        107K          0K          0K
[1342.84] Log:                                                                            CrossDLCItemPoolDefinition     95        104K        106K          0K          0K
[1342.84] Log:                                                                        ParticleModuleParameterDynamic    278        105K        105K          0K          0K
[1342.84] Log:                                                                                                  Enum    836        105K        105K          0K          0K
[1342.84] Log:                                                                                            PackageMap      2        105K        105K          0K          0K
[1342.84] Log:                                                                                     WillowAkComponent    200        103K        103K          0K          0K
[1342.84] Log:                                                                                     ComponentProperty    872        102K        102K          0K          0K
[1342.84] Log:                                                                                           InterpActor    207         98K        102K          0K          0K
[1342.84] Log:                                                                         WillowUsableCustomizationItem     39         95K         97K          0K          0K
[1342.84] Log:                                                                                    ClassModDefinition     82         95K         95K          0K          0K
[1342.84] Log:                                                                       WillowDialogEventTagSpecialized    900         94K         94K          0K          0K
[1342.84] Log:                                                                                  WillowDialogEventTag   1306         91K         91K          0K          0K
[1342.84] Log:                                                                                       RB_BodyInstance    565         88K         88K          0K          0K
[1342.84] Log:                                                                                                 State    185         84K         87K          0K          0K
[1342.84] Log:                                                                                    ArtifactDefinition     35         86K         86K          0K          0K
[1342.84] Log:                                                                             DirectionalLightComponent    211         82K         82K          0K          0K
[1342.84] Log:                                                                          Behavior_AdvanceObjectiveSet   1036         80K         80K          0K          0K
[1342.84] Log:                                                                 ParticleModuleLocationPrimitiveSphere    366         80K         80K          0K          0K
[1342.84] Log:                                                                                         ClassProperty    640         80K         80K          0K          0K
[1342.84] Log:                                                                           GearboxDialogVar_Instigator    692         75K         75K          0K          0K
[1342.84] Log:                                                                     MaterialExpressionVectorParameter    687         75K         75K          0K          0K
[1342.84] Log:                                                                      DynamicLightEnvironmentComponent    254         72K         75K          0K          0K
[1342.84] Log:                                                                                      ShieldDefinition     42         71K         75K          0K          0K
[1342.84] Log:                                                                               KeyedItemPoolDefinition    104         29K         74K          0K          0K
[1342.84] Log:                                                                                ParticleModuleRotation    600         73K         73K          0K          0K
[1342.84] Log:                                                                                ParticleModuleLocation    527         73K         73K          0K          0K
[1342.84] Log:                                                                                       InterpTrackMove    108         71K         71K          0K          0K
[1342.84] Log:                                                                             GearLikenessMeshComponent     39         69K         69K         21K         21K
[1342.84] Log:                                                                               GearboxDialogAct_Chance    453         69K         69K          0K          0K
[1342.84] Log:                                                                                FloatAttributeProperty    538         67K         67K          0K          0K
[1342.84] Log:                                                                            ParticleModuleAcceleration    438         66K         66K          0K          0K
[1342.84] Log:                                                                                         WillowConsole      1         64K         66K          0K          0K
[1342.84] Log:                                                                                          WillowShield     18         57K         65K          0K          0K
[1342.84] Log:                                                                     AttributeInitializationDefinition    247         64K         64K          0K          0K
[1342.84] Log:                                                                                    SpotLightComponent    119         63K         63K          0K          0K
[1342.84] Log:                                                                                   AttributeDefinition    614         62K         62K          0K          0K
[1342.84] Log:                                                                                                 Polys     32         62K         62K          0K          0K
[1342.84] Log:                                                                               WillowAnimNodeAimOffset      5         61K         61K          0K          0K
[1342.84] Log:                                                                                   ParticleModuleSubUV    459         61K         61K          0K          0K
[1342.84] Log:                                                                     MaterialExpressionScalarParameter    638         59K         59K          0K          0K
[1342.84] Log:                                                                                      Behavior_Explode    212         59K         59K          0K          0K
[1342.84] Log:                                                               MaterialExpressionStaticSwitchParameter    376         58K         58K          0K          0K
[1342.84] Log:                                                                              Behavior_SpawnProjectile    154         56K         56K          0K          0K
[1342.84] Log:                                                                                      WillowUsableItem     19         49K         55K          0K          0K
[1342.84] Log:                                                                                    SkeletalMeshSocket    510         55K         55K          0K          0K
[1342.84] Log:                                                                                      ObjectReferencer     16         55K         55K          0K          0K
[1342.84] Log:                                                                                  FiringModeDefinition    104         53K         54K          0K          0K
[1342.84] Log:                                                                                    AnimNotify_AkEvent    677         52K         52K          0K          0K
[1342.84] Log:                                                                                      WillowGrenadeMod     16         48K         51K          0K          0K
[1342.84] Log:                                                            MaterialExpressionTextureSampleParameter2D    411         51K         51K          0K          0K
[1342.84] Log:                                                                                        DecalComponent     50         48K         49K        153K        105K
[1342.84] Log:                                                                                   PackageAssetLibrary     30         48K         48K          0K          0K
[1342.84] Log:                                                               ParticleModuleLocationPrimitiveCylinder    172         48K         48K          0K          0K
[1342.84] Log:                                                                DownloadableFixupAIPawnNamesDefinition      1         44K         44K          0K          0K
[1342.84] Log:                                                                               WillowInteractiveObject     27         39K         44K          0K          0K
[1342.84] Log:                                                                           NxForceFieldRadialComponent     71         44K         44K          0K          0K
[1342.84] Log:                                                                                     WillowPlayerStats      1         43K         44K          0K          0K
[1342.84] Log:                                                                                  CreditsGFxDefinition      1         43K         43K          0K          0K
[1342.84] Log:                                                                                        WillowArtifact     12         34K         42K          0K          0K
[1342.84] Log:                                                                            ParticleModuleRotationRate    341         42K         42K          0K          0K
[1342.84] Log:                                                                                  ShieldPartDefinition    130         41K         41K          0K          0K
[1342.84] Log:                                                                               WeaponBalanceDefinition    336         40K         40K          0K          0K
[1342.84] Log:                                                                              GrenadeModPartDefinition    121         40K         40K          0K          0K
[1342.84] Log:                                                                    ParticleModuleSizeScaleOverDensity     31         39K         39K          0K          0K
[1342.84] Log:                                                                                   WillowUIInteraction      1         39K         39K          0K          0K
[1342.84] Log:                                                                                        BrushComponent     33         38K         39K          0K          0K
[1342.84] Log:                                                                    DistributionFloatParticleParameter    326         35K         35K          0K          0K
[1342.84] Log:                                                                               ParticleModuleSizeScale    157         35K         35K          0K          0K
[1342.84] Log:                                                                                                  Font      5         34K         34K        516K          0K
[1342.84] Log:                                                                                ItemPartListDefinition    137         34K         34K          0K          0K
[1342.84] Log:                                                                               Behavior_SetVectorParam    308         33K         33K          0K          0K
[1342.84] Log:                                                                                  Behavior_RemoteEvent    389         33K         33K          0K          0K
[1342.84] Log:                                                                    ParticleModuleVelocityOverLifetime    156         32K         32K          0K          0K
[1342.84] Log:                                                                                 WillowAnimNode_Simple     93         31K         31K          0K          0K
[1342.84] Log:                                                                                    RB_ConstraintSetup    126         31K         31K          0K          0K
[1342.84] Log:                                                                                               AnimSet     42         30K         31K       3770K          0K
[1342.84] Log:                                                                                  UsableItemDefinition     43         31K         31K          0K          0K
[1342.84] Log:                                                                                            LinkerLoad     11         30K         30K          0K          0K
[1342.84] Log:                                                                          AttributeExpressionEvaluator    393         30K         30K          0K          0K
[1342.84] Log:                                                                         GestaltSkeletalMeshDefinition      9         30K         30K          0K          0K
[1342.84] Log:                                                                        WillowPhysicalMaterialProperty     24         30K         30K          0K          0K
[1342.84] Log:                                                                                         SeqAct_Interp     22         29K         30K          0K          0K
[1342.84] Log:                                                                                 Behavior_CompareFloat    338         29K         29K          0K          0K
[1342.84] Log:                                                                                        AkAmbientSound     71         28K         28K          0K          0K
[1342.84] Log:                                                                  ObjectPropertyAttributeValueResolver    406         28K         28K          0K          0K
[1342.84] Log:                                                                                 RB_ConstraintInstance    163         28K         28K          0K          0K
[1342.84] Log:                                                                                          WillowAIPawn      5         27K         28K          0K          0K
[1342.84] Log:                                                                                   Behavior_SimpleMath    324         27K         27K          0K          0K
[1342.84] Log:                                                                                   WillowDialogNameTag    145         27K         27K          0K          0K
[1342.84] Log:                                                                   DistributionVectorParticleParameter    178         27K         27K          0K          0K
[1342.84] Log:                                                                                  GrenadeModDefinition     15         27K         27K          0K          0K
[1342.84] Log:                                                                                      WillowDamageArea     53         27K         27K          0K          0K
[1342.84] Log:                                                                                         SeqVar_Object    270         27K         27K          0K          0K
[1342.84] Log:                                                                   InteractiveObjectLootListDefinition     27         27K         27K          0K          0K
[1342.84] Log:                                                                       Behavior_UpdateMissionObjective    347         27K         27K          0K          0K
[1342.84] Log:                                                                                  Behavior_PostAkEvent    287         26K         26K          0K          0K
[1342.84] Log:                                                            Behavior_ChangeRemoteBehaviorSequenceState    191         26K         26K          0K          0K
[1342.84] Log:                                                                                     AnimNodeAimOffset      4         26K         26K          0K          0K
[1342.84] Log:                                                                                 Behavior_DebugMessage    173         25K         25K          0K          0K
[1342.84] Log:                                                                             StaticMeshCollectionActor     23         24K         24K          0K          0K
[1342.84] Log:                                                                                      WillowPointLight     43         24K         24K          0K          0K
[1342.84] Log:                                                                                               Emitter     54         22K         23K          0K          0K
[1342.84] Log:                                                                              Behavior_AddInstanceData    129         23K         23K          0K          0K
[1342.84] Log:                                                                     Behavior_ChangeInstanceDataSwitch    242         22K         22K          0K          0K
[1342.84] Log:                                                                                        BehaviorKernel      1         12K         22K          0K          0K
[1342.84] Log:                                                                                Behavior_SetFloatParam    237         22K         22K          0K          0K
[1342.84] Log:                                                                                        WillowClassMod      7         20K         21K          0K          0K
[1342.84] Log:                                                                                 WillowProfileSettings      2         21K         21K          0K          0K
[1342.84] Log:                                                                              Behavior_DeactivateSkill    247         21K         21K          0K          0K
[1342.84] Log:                                                                              AnimNodeSpecialMoveBlend     37         20K         20K          0K          0K
[1342.84] Log:                                                                                  SeqAct_ApplyBehavior     58         19K         20K          0K          0K
[1342.84] Log:                                                                     ParticleModuleOrientationAxisLock    262         20K         20K          0K          0K
[1342.84] Log:                                                                                ArtifactPartDefinition     61         20K         20K          0K          0K
[1342.84] Log:                                                                               Behavior_ScreenParticle    103         20K         20K          0K          0K
[1342.84] Log:                                                                            Behavior_RemoteCustomEvent    145         20K         20K          0K          0K
[1342.84] Log:                                                              DLCLegacyPlayerClassIdentifierDefinition     16         20K         20K          0K          0K
[1342.84] Log:                                                                           DesignerAttributeDefinition    150         19K         19K          0K          0K
[1342.84] Log:                                                                                   AnimNotify_Footstep    276         19K         19K          0K          0K
[1342.84] Log:                                                                                  Behavior_Conditional    171         19K         19K          0K          0K
[1342.84] Log:                                                                                                 Skill     24         12K         18K          0K          0K
[1342.84] Log:                                                                                  WillowAnimDefinition     96         18K         18K          0K          0K
[1342.84] Log:                                                               NoContextNeededAttributeContextResolver    299         18K         18K          0K          0K
[1342.84] Log:                                                                            ParticleModuleTypeDataMesh    199         18K         18K          0K          0K
[1342.84] Log:                                                                         InterpTrackFloatMaterialParam     74         18K         18K          0K          0K
[1342.84] Log:                                                                            ParticleModuleMeshRotation    120         18K         18K          0K          0K
[1342.84] Log:                                                                                 MaterialInstanceActor     46         18K         18K          0K          0K
[1342.84] Log:                                                                          ParticleModuleLocationDirect     47         18K         18K          0K          0K
[1342.84] Log:                                                                         SkillAttributeContextResolver    154         18K         18K          0K          0K
[1342.84] Log:                                                                                           InterpGroup    163         17K         17K          0K          0K
[1342.84] Log:                                                                         ParticleModuleSizeScaleByTime     22         17K         17K          0K          0K
[1342.84] Log:                                                                          LevelTravelStationDefinition    104         17K         17K          0K          0K
[1342.84] Log:                                                                                Behavior_ActivateSkill    172         17K         17K          0K          0K
[1342.84] Log:                                                                                  SeqEvent_LevelLoaded     30         17K         17K          0K          0K
[1342.84] Log:                                                                          InventoryAttributeDefinition    166         17K         17K          0K          0K
[1342.84] Log:                                                                                 GameBalanceDefinition     12         17K         17K          0K          0K
[1342.84] Log:                                                                                        ModelComponent     25         17K         17K         17K          0K
[1342.84] Log:                                                                                   BodyClassDefinition      6         17K         17K          0K          0K
[1342.84] Log:                                                                               GrinderRecipeDefinition      4         13K         17K          0K          0K
[1342.84] Log:                                                                                WillowImpactDefinition     42         17K         17K          0K          0K
[1342.84] Log:                                                                                      WillowPlayerPawn      2         14K         17K          0K          0K
[1342.84] Log:                                                                           CoordinatedEffectDefinition     41         16K         16K          0K          0K
[1342.84] Log:                                                                           Behavior_TriggerDialogEvent    166         16K         16K          0K          0K
[1342.84] Log:                                                                       GearboxSeqAct_TriggerDialogName     51         16K         16K          0K          0K
[1342.84] Log:                                                                                            DecalActor     40         16K         16K          0K          0K
[1342.84] Log:                                                                        ConstantAttributeValueResolver    253         15K         15K          0K          0K
[1342.84] Log:                                                                               WillowEffectCoordinator      1         11K         15K          0K          0K
[1342.84] Log:                                                                                  PhysicsAssetInstance     57         15K         15K          0K          0K
[1342.84] Log:                                                                                       SocketComponent     29         15K         15K          0K          0K
[1342.84] Log:                                                                      WillowUIDataStore_StringAliasMap      1         15K         15K          0K          0K
[1342.84] Log:                                                                                            GBXNavMesh      2         15K         15K          0K          0K
[1342.84] Log:                                                                          Behavior_SpawnParticleSystem    103         15K         15K          0K          0K
[1342.84] Log:                                                                             SparkServiceConfiguration      5         13K         14K          0K          0K
[1342.84] Log:                                                                                        WillowAnimTree     29         14K         14K          0K          0K
[1342.84] Log:                                                                                          SeqAct_Delay     35         14K         14K          0K          0K
[1342.84] Log:                                                                                        Behavior_Delay    190         14K         14K          0K          0K
[1342.84] Log:                                                                             TrainingMessageDefinition     74         14K         14K          0K          0K
[1342.84] Log:                                                                          InventoryDataProviderElement    114         14K         14K          0K          0K
[1342.84] Log:                                                                                         DecalMaterial     15         14K         14K        477K          0K
[1342.84] Log:                                                                                 ForceFeedbackWaveform    138         14K         14K          0K          0K
[1342.84] Log:                                                                     UIDataProvider_PlayerAchievements      1         12K         13K          0K          0K
[1342.84] Log:                                                                                  Behavior_CauseDamage     55         13K         13K          0K          0K
[1342.84] Log:                                                                                 InterpTrackVectorProp     39         13K         13K          0K          0K
[1342.84] Log:                                                              PlayerControllerAttributeContextResolver    217         13K         13K          0K          0K
[1342.84] Log:                                                                               Behavior_SetObjectParam    143         13K         13K          0K          0K
[1342.84] Log:                                                                                  AnimNodeBlendBySpeed     36         13K         13K          0K          0K
[1342.84] Log:                                                                             ClassModBalanceDefinition     79         13K         13K          0K          0K
[1342.84] Log:                                                                        ParticleModuleMeshRotationRate     84         13K         13K          0K          0K
[1342.84] Log:                                                        MaterialExpressionStaticComponentMaskParameter    104         13K         13K          0K          0K
[1342.84] Log:                                                                           InteractiveObjectDefinition     12         12K         12K          0K          0K
[1342.84] Log:                                                                                     Behavior_BoolMath    150         12K         12K          0K          0K
[1342.84] Log:                                                                            PopulationOpportunityPoint     24         12K         12K          0K          0K
[1342.84] Log:                                                                            ParticleModuleSpawnPerUnit     96         12K         12K          0K          0K
[1342.84] Log:                                                                             ProjectileBehavior_Bounce    116         12K         12K          0K          0K
[1342.84] Log:                                                                                  Behavior_CompareBool    162         12K         12K          0K          0K
[1342.84] Log:                                                                                  WillowVendingMachine      5          9K         12K          0K          0K
[1342.84] Log:                                                                      DesignerAttributeContextResolver    144         12K         12K          0K          0K
[1342.84] Log:                                                                          WillowLightProjectileManager      2          8K         11K          0K          0K
[1342.84] Log:                                                                                   LevelDependencyList      5         10K         11K          0K          0K
[1342.84] Log:                                                                                   Behavior_ChangeSpin    121         11K         11K          0K          0K
[1342.84] Log:                                                                              InputRemappingDefinition     17         11K         11K          0K          0K
[1342.84] Log:                                                                                 InterpTrackVisibility     66         11K         11K          0K          0K
[1342.84] Log:                                                                                ClassModPartDefinition     38         11K         11K          0K          0K
[1342.84] Log:                                                                                      SpecialMove_Turn     56         10K         10K          0K          0K
[1342.84] Log:                                                                               SpecialMove_FirstPerson     55         10K         10K          0K          0K
[1342.84] Log:                                                                                             WorldInfo      6         10K         10K          0K          0K
[1342.84] Log:                                                                                  StatusMenuExGFxMovie      1          9K         10K          0K          0K
